Zeit;1051;1052;1053;1054;1055;1056;1057;1061;1062;1063;1064;1065;1066;1067;1071;1072;1073;1074;1075;1076;1077;1041;1042;1043;1044;1045;1046;1047;1031;1032;1033;1034;1035;1036;1037;1021;1022;1023;1024;1025;1026;1027;1011;1012;1013;1014;1015;1016;1017;1001;1002;1003;1004;1005;1006;1007;nk1;nk2;nk3;nk4;nk5;nk6;nk7;nk8
1;-3,5996;-4,0484;-4,1964;-3,5996;-4,0484;-4,1964;;-3,7706;-3,8174;-4,694;-3,7706;-3,8174;-4,694;;-4,0698;-6,77;-6,162;-4,0698;-6,77;-6,162;;-3,3316;-0,6416;-2,3932;-3,3316;-0,6416;-2,3932;;-3,5816;-2,447;-2,0114;-3,5816;-2,447;-2,0114;;-3,5612;-0,8764;1,8146;-3,5612;-0,8764;1,8146;;-19,9092;-6,1638;2,0678;;;;;-3,3616;141,7914;-12,2946;;;;;-3,2188;-2,4944;-4,9992;-3,8908;-4,0232;-4,0602;-4,2906;
2;-0,2166;-0,4594;-0,6244;-0,2166;-0,4594;-0,6244;;-0,8286;-1,1524;-2,612;-0,8286;-1,1524;-2,612;;-3,9378;-3,476;-3,126;-3,9378;-3,476;-3,126;;0,4914;2,9504;0,7408;0,4914;2,9504;0,7408;;0,0464;1,521;2,3936;0,0464;1,521;2,3936;;0,4028;2,0586;4,9536;0,4028;2,0586;4,9536;;-6,4202;-2,2398;9,0648;;;;;0,2834;147,5244;-9,6926;;;;;-0,7248;-0,0834;-1,4382;-0,3888;-0,4772;0,0538;-0,6286;
3;1,7854;1,6986;0,5876;1,7854;1,6986;0,5876;;1,4104;1,7596;0,23;1,4104;1,7596;0,23;;-1,1878;-0,605;-0,455;-1,1878;-0,605;-0,455;;2,1834;3,8634;2,1518;2,1834;3,8634;2,1518;;1,8244;3,989;3,5436;1,8244;3,989;3,5436;;1,9028;3,5036;5,9736;1,9028;3,5036;5,9736;;8,2128;-0,0598;13,4078;;;;;2,3124;151,0534;-7,9616;;;;;1,5212;2,2336;-0,0912;1,8402;1,3168;2,5578;1,9704;
4;3,9854;3,4516;2,9796;3,9854;3,4516;2,9796;;3,2754;3,3276;1,868;3,2754;3,3276;1,868;;0,4292;1,362;1,434;0,4292;1,362;1,434;;3,6534;6,5054;3,8708;3,6534;6,5054;3,8708;;2,9534;5,064;5,1796;2,9534;5,064;5,1796;;3,2508;5,7276;7,0386;3,2508;5,7276;7,0386;;22,8238;1,3792;16,9988;;;;;3,6614;154,0144;-6,9606;;;;;2,8752;4,2896;1,5598;3,7152;2,9108;4,1188;3,7284;
5;-1,9546;-0,6424;1,2536;-1,9546;-0,6424;1,2536;;-0,0866;-0,1174;5,208;-0,0866;-0,1174;5,208;;8,7662;9,489;8,309;8,7662;9,489;8,309;;-2,9966;-12,6776;-4,3702;-2,9966;-12,6776;-4,3702;;-1,2426;-8,127;-9,1054;-1,2426;-8,127;-9,1054;;-1,9952;-10,4134;-19,7804;-1,9952;-10,4134;-19,7804;;-4,7072;7,0842;-41,5392;;;;;-2,8956;54,8004;-22,7236;;;;;-0,4528;-3,9454;4,9688;-1,2758;0,2728;-2,6702;-0,7796;
6;1,8954;3,1416;4,0766;1,8954;3,1416;4,0766;;7,7224;9,3026;14,858;7,7224;9,3026;14,858;;36,1972;35,96;36,714;36,1972;35,96;36,714;;0,6284;-11,0606;-1,6582;0,6284;-11,0606;-1,6582;;2,2744;-4,383;-4,1894;2,2744;-4,383;-4,1894;;0,6978;-7,0334;-16,3944;0,6978;-7,0334;-16,3944;;98,4028;9,6132;-37,3802;;;;;0,2034;21,6144;-19,7736;;;;;1,5072;-1,2254;7,2358;1,4502;4,2888;0,3488;2,4054;
7;8,4944;9,7026;10,1336;8,4944;9,7026;10,1336;;38,4464;42,1926;46,826;38,4464;42,1926;46,826;;87,2072;89,727;95,083;87,2072;89,727;95,083;;3,8064;-8,3196;0,9608;3,8064;-8,3196;0,9608;;5,4714;-1,596;-1,5524;5,4714;-1,596;-1,5524;;3,0238;-4,7654;-14,0464;3,0238;-4,7654;-14,0464;;124,3908;12,0982;-31,6382;;;;;2,9134;11,8054;-18,1156;;;;;4,6142;2,1176;9,8698;4,3282;6,8118;2,8348;5,0664;
8;35,8304;33,7436;31,0586;35,8304;33,7436;31,0586;;97,1274;106,5616;101,232;97,1274;106,5616;101,232;;139,4622;143,252;152,922;139,4622;143,252;152,922;;9,4904;-2,8226;7,7168;9,4904;-2,8226;7,7168;;7,6784;1,74;2,1076;7,6784;1,74;2,1076;;6,3068;-0,9714;-11,5874;6,3068;-0,9714;-11,5874;;151,2778;14,0042;-30,5792;;;;;5,4414;15,4944;-16,4846;;;;;6,8872;4,3056;11,9898;7,4162;9,6368;4,5088;7,2534;
9;89,3804;86,0986;72,2526;89,3804;86,0986;72,2526;;154,7884;168,2146;151,312;154,7884;168,2146;151,312;;183,9602;190,579;202,504;183,9602;190,579;202,504;;31,3254;20,2974;25,7598;31,3254;20,2974;25,7598;;12,3114;8,036;7,6386;12,3114;8,036;7,6386;;10,1678;2,2206;-8,3204;10,1678;2,2206;-8,3204;;182,9278;17,8582;-26,5062;;;;;8,7844;20,2394;-13,5196;;;;;12,8222;9,8046;15,3348;12,3322;14,1768;8,2908;12,0174;
10;141,9644;138,9966;111,9986;141,9644;138,9966;111,9986;;202,9004;219,3336;189,334;202,9004;219,3336;189,334;;220,6312;229,376;241,728;220,6312;229,376;241,728;;66,6094;54,3424;53,2338;66,6094;54,3424;53,2338;;21,4504;19,464;17,8246;21,4504;19,464;17,8246;;16,0088;7,8346;-2,9584;16,0088;7,8346;-2,9584;;215,7328;23,0122;-21,4742;;;;;13,0524;25,6034;-9,3576;;;;;17,5712;13,2636;20,1288;16,8052;20,8348;13,5418;16,9064;
11;186,7154;184,1116;146,7396;186,7154;184,1116;146,7396;;243,8754;261,7696;218,37;243,8754;261,7696;218,37;;252,8252;263,256;275,904;252,8252;263,256;275,904;;104,8094;89,5494;82,2348;104,8094;89,5494;82,2348;;32,7404;35,709;33,8056;32,7404;35,709;33,8056;;21,2748;13,1176;1,6016;21,2748;13,1176;1,6016;;248,0058;27,8732;-17,2722;;;;;17,0014;30,3854;-6,1546;;;;;22,2542;16,9036;24,1818;20,7572;25,5228;18,2138;20,8654;
12;224,1854;221,8386;176,1086;224,1854;221,8386;176,1086;;278,1834;298,4536;247,174;278,1834;298,4536;247,174;;281,0472;293,076;306,15;281,0472;293,076;306,15;;138,9654;121,5574;108,9588;138,9654;121,5574;108,9588;;49,0574;55,729;52,3836;49,0574;55,729;52,3836;;27,6678;18,3716;6,9196;27,6678;18,3716;6,9196;;282,6498;32,4432;-13,0932;;;;;21,0404;34,6854;-2,5766;;;;;28,1962;20,9456;26,6648;24,6242;29,9848;23,4828;24,9294;
13;256,7734;255,0026;201,3996;256,7734;255,0026;201,3996;;309,4794;331,5036;273,237;309,4794;331,5036;273,237;;306,5422;319,678;332,003;306,5422;319,678;332,003;;169,8664;148,7104;133,9588;169,8664;148,7104;133,9588;;67,8214;78,438;74,8746;67,8214;78,438;74,8746;;35,4488;24,3156;11,9836;35,4488;24,3156;11,9836;;318,4448;35,9842;-10,3962;;;;;23,1774;37,8564;0,4074;;;;;32,4002;23,7656;29,5138;26,8962;33,1308;26,8228;28,1374;
