Zeit;1051;1052;1053;1054;1055;1056;1057;1061;1062;1063;1064;1065;1066;1067;1071;1072;1073;1074;1075;1076;1077;1041;1042;1043;1044;1045;1046;1047;1031;1032;1033;1034;1035;1036;1037;1021;1022;1023;1024;1025;1026;1027;1011;1012;1013;1014;1015;1016;1017;1001;1002;1003;1004;1005;1006;1007;nk1;nk2;nk3;nk4;nk5;nk6;nk7;nk8
1;4,0198;-1,9606;-2,5904;4,0198;-1,9606;-2,5904;;-2,9016;-1,4136;-1,41;-2,9016;-1,4136;-1,41;;-3,495;-4,8532;-4,231;-3,495;-4,8532;-4,231;;-2,7366;-2,6086;-1,143;-2,7366;-2,6086;-1,143;;-3,315;-1,8782;-2,0194;-3,315;-1,8782;-2,0194;;-1,297416667;0,934583333;-12,31341667;-1,297416667;0,934583333;-12,31341667;;-14,74906667;2,285933333;-0,856066667;-14,74906667;2,285933333;-0,856066667;;;;;;;;;-2,4752;-3,727;-3,0604;-3,5382;-1,1084;-1,6484;;
2;9,1028;0,6024;0,5076;9,1028;0,6024;0,5076;;-0,0436;1,5234;1,829;-0,0436;1,5234;1,829;;-0,206;-0,8382;-0,434;-0,206;-0,8382;-0,434;;-0,2476;-0,0886;0,747;-0,2476;-0,0886;0,747;;1,009;1,7318;2,5336;1,009;1,7318;2,5336;;2,771583333;5,125583333;-8,079416667;2,771583333;5,125583333;-8,079416667;;-9,961066667;6,693933333;3,250933333;-9,961066667;6,693933333;3,250933333;;;;;;;;;0,7198;-0,302;-0,0974;0,3088;2,5016;2,7716;;
3;14,8078;3,1214;2,2076;14,8078;3,1214;2,2076;;2,6764;3,8414;3,841;2,6764;3,8414;3,841;;2,07;1,6948;1,567;2,07;1,6948;1,567;;1,8254;3,2184;2,855;1,8254;3,2184;2,855;;2,504;4,5698;5,3536;2,504;4,5698;5,3536;;4,598583333;7,119583333;-7,400416667;4,598583333;7,119583333;-7,400416667;;-7,300066667;8,889933333;6,297933333;-7,300066667;8,889933333;6,297933333;;;;;;;;;3,1118;1,888;2,2806;2,8738;5,1676;4,5846;;
4;17,5438;4,2244;3,2916;17,5438;4,2244;3,2916;;3,2514;4,9134;4,684;3,2514;4,9134;4,684;;3,493;2,7808;2,359;3,493;2,7808;2,359;;3,0484;4,1624;4,199;3,0484;4,1624;4,199;;4,012;5,7848;6,2246;4,012;5,7848;6,2246;;5,830583333;8,502583333;-5,792416667;5,830583333;8,502583333;-5,792416667;;-5,816066667;10,74893333;8,233933333;-5,816066667;10,74893333;8,233933333;;;;;;;;;4,2158;3,106;3,7826;3,4738;6,2426;6,4716;;
5;-45,4742;-5,9876;-3,4164;-45,4742;-5,9876;-3,4164;;-2,9826;-8,8646;-8,944;-2,9826;-8,8646;-8,944;;-1,862;1,2158;0,739;-1,862;1,2158;0,739;;-1,8896;-4,6836;-6,658;-1,8896;-4,6836;-6,658;;-4,21;-10,2082;-12,0924;-4,21;-10,2082;-12,0924;;-5,157416667;-4,616416667;-10,02841667;-5,157416667;-4,616416667;-10,02841667;;-10,56306667;4,528933333;-1,685066667;-10,56306667;4,528933333;-1,685066667;;;;;;;;;-5,5722;-0,965;-2,9054;-3,1182;-12,8034;-12,1794;;
6;-41,9382;-2,6676;-0,5244;-41,9382;-2,6676;-0,5244;;2,5954;-2,2646;-2,245;2,5954;-2,2646;-2,245;;19,351;19,1898;16,466;19,351;19,1898;16,466;;0,3384;-0,9746;-6,722;0,3384;-0,9746;-6,722;;-1,477;-5,3462;-7,3834;-1,477;-5,3462;-7,3834;;-1,829416667;-1,862416667;-6,923416667;-1,829416667;-1,862416667;-6,923416667;;-7,225066667;8,500933333;2,277933333;-7,225066667;8,500933333;2,277933333;;;;;;;;;-1,7192;2,201;0,1836;0,6568;-9,1784;-8,8474;;
7;-35,0752;2,8334;4,3636;-35,0752;2,8334;4,3636;;23,0884;17,5444;17,9;23,0884;17,5444;17,9;;68,681;62,4968;55,02;68,681;62,4968;55,02;;3,0714;-0,3346;-5,775;3,0714;-0,3346;-5,775;;1,618;-2,7932;-3,7854;1,618;-2,7932;-3,7854;;1,802583333;1,133583333;-3,655416667;1,802583333;1,133583333;-3,655416667;;-5,986066667;11,18793333;4,923933333;-5,986066667;11,18793333;4,923933333;;;;;;;;;0,1318;3,835;3,8466;4,1938;-6,1664;-6,3124;;
8;-11,2712;24,7104;23,4956;-11,2712;24,7104;23,4956;;69,6814;61,6484;64,765;69,6814;61,6484;64,765;;124,119;114,6208;101,02;124,119;114,6208;101,02;;8,2904;7,8424;-0,144;8,2904;7,8424;-0,144;;4,433;0,7378;-1,0164;4,433;0,7378;-1,0164;;3,545583333;4,880583333;-1,017416667;3,545583333;4,880583333;-1,017416667;;-2,896066667;13,82393333;7,165933333;-2,896066667;13,82393333;7,165933333;;;;;;;;;2,1398;6,484;5,0906;5,9528;-4,8024;-4,4824;;
9;38,4468;67,9954;64,0056;38,4468;67,9954;64,0056;;118,7584;105,7494;113,785;118,7584;105,7494;113,785;;172,542;161,5798;141,15;172,542;161,5798;141,15;;27,9024;28,9674;16,301;27,9024;28,9674;16,301;;10,299;7,9578;4,9816;10,299;7,9578;4,9816;;7,272583333;9,531583333;2,705583333;7,272583333;9,531583333;2,705583333;;0,859933333;18,89893333;11,42693333;0,859933333;18,89893333;11,42693333;;;;;;;;;5,1618;10,328;8,3956;11,7308;-1,2074;-0,4524;;
10;90,3978;110,9174;104,0356;90,3978;110,9174;104,0356;;160,9114;143,4524;156,164;160,9114;143,4524;156,164;;213,859;201,1028;174,494;213,859;201,1028;174,494;;58,1114;58,0064;38,429;58,1114;58,0064;38,429;;20,819;18,3388;16,2956;20,819;18,3388;16,2956;;14,16358333;14,87058333;8,176583333;14,16358333;14,87058333;8,176583333;;6,404933333;22,43793333;16,38193333;6,404933333;22,43793333;16,38193333;;;;;;;;;9,4918;14,483;11,4226;15,9648;4,4826;5,6356;;
11;131,1508;148,6094;140,0066;131,1508;148,6094;140,0066;;196,6314;175,5404;191,456;196,6314;175,5404;191,456;;248,411;235,4528;203,912;248,411;235,4528;203,912;;92,0494;89,8224;63,668;92,0494;89,8224;63,668;;32,646;32,5428;30,1886;32,646;32,5428;30,1886;;19,20258333;17,40358333;12,26358333;19,20258333;17,40358333;12,26358333;;9,885933333;25,44093333;20,54593333;9,885933333;25,44093333;20,54593333;;;;;;;;;13,8838;17,229;16,5466;20,6798;7,6396;9,5856;;
12;164,8578;179,4664;169,0056;164,8578;179,4664;169,0056;;226,9914;202,9224;221,909;226,9914;202,9224;221,909;;279,375;265,0718;229,601;279,375;265,0718;229,601;;122,4284;117,1284;86,342;122,4284;117,1284;86,342;;49,243;51,2158;51,0986;49,243;51,2158;51,0986;;25,71858333;21,25858333;17,51058333;25,71858333;21,25858333;17,51058333;;13,31693333;28,33793333;23,65093333;13,31693333;28,33793333;23,65093333;;;;;;;;;17,0078;19,168;19,4556;23,3358;11,3276;14,3716;;
13;194,3398;206,9434;194,7156;194,3398;206,9434;194,7156;;253,8824;227,2534;248,803;253,8824;227,2534;248,803;;306,267;291,4198;252,515;306,267;291,4198;252,515;;149,7554;142,6084;106,309;149,7554;142,6084;106,309;;67,806;71,2748;72,5986;67,806;71,2748;72,5986;;31,27758333;25,28958333;22,33258333;31,27758333;25,28958333;22,33258333;;18,31593333;30,82993333;26,43393333;18,31593333;30,82993333;26,43393333;;;;;;;;;20,3378;21,121;24,0876;26,0748;13,9016;16,6866;;
14;219,1798;230,5764;216,4166;219,1798;230,5764;216,4166;;277,6934;248,7024;272,002;277,6934;248,7024;272,002;;329,629;314,7178;272,812;329,629;314,7178;272,812;;173,6144;164,5094;124,457;173,6144;164,5094;124,457;;87,073;91,4128;94,2406;87,073;91,4128;94,2406;;38,27758333;29,79058333;26,15258333;38,27758333;29,79058333;26,15258333;;22,34293333;31,63793333;28,16193333;22,34293333;31,63793333;28,16193333;;;;;;;;;22,6338;22,731;27,6526;28,5648;15,7506;19,0346;;
15;241,1668;250,5184;234,8926;241,1668;250,5184;234,8926;;299,8744;268,4604;293,46;299,8744;268,4604;293,46;;351,944;336,5248;291,738;351,944;336,5248;291,738;;193,9514;182,1344;139,818;193,9514;182,1344;139,818;;104,548;110,3678;115,7026;104,548;110,3678;115,7026;;45,16058333;33,70058333;30,40658333;45,16058333;33,70058333;30,40658333;;25,80293333;33,92993333;29,86793333;25,80293333;33,92993333;29,86793333;;;;;;;;;25,3308;24,142;28,1406;29,1568;17,3376;22,1596;;
16;260,7188;268,2954;251,8966;260,7188;268,2954;251,8966;;318,2724;285,1604;311,451;318,2724;285,1604;311,451;;369,889;354,8708;306,997;369,889;354,8708;306,997;;211,0734;198,4864;154,263;211,0734;198,4864;154,263;;122,262;128,6608;133,4446;122,262;128,6608;133,4446;;52,75858333;39,23958333;35,22658333;52,75858333;39,23958333;35,22658333;;29,24793333;35,35093333;30,93993333;29,24793333;35,35093333;30,93993333;;;;;;;;;26,3148;24,571;30,4566;30,8458;18,9496;24,0476;;
17;278,7338;284,3444;266,0426;278,7338;284,3444;266,0426;;334,3114;301,5754;328,711;334,3114;301,5754;328,711;;386,988;370,9418;322,48;386,988;370,9418;322,48;;226,8184;212,6564;167,228;226,8184;212,6564;167,228;;136,626;143,7358;150,2236;136,626;143,7358;150,2236;;59,19958333;40,96158333;38,56558333;59,19958333;40,96158333;38,56558333;;32,39393333;36,72893333;32,25593333;32,39393333;36,72893333;32,25593333;;;;;;;;;27,7388;25,389;31,2516;31,9188;18,6786;23,8916;;
18;294,3628;298,1494;279,5226;294,3628;298,1494;279,5226;;349,0184;314,8534;342,561;349,0184;314,8534;342,561;;401,191;385,0928;334,343;401,191;385,0928;334,343;;239,9454;224,1614;178,065;239,9454;224,1614;178,065;;150,842;159,5328;165,7316;150,842;159,5328;165,7316;;66,93358333;45,70458333;43,88358333;66,93358333;45,70458333;43,88358333;;35,13693333;38,09693333;32,55593333;35,13693333;38,09693333;32,55593333;;;;;;;;;28,8248;26,037;33,0006;33,0688;21,0606;26,1626;;
19;307,1348;310,2674;289,9806;307,1348;310,2674;289,9806;;361,8714;326,5744;354,94;361,8714;326,5744;354,94;;412,96;397,3408;345,054;412,96;397,3408;345,054;;251,3904;234,6324;187,97;251,3904;234,6324;187,97;;164,312;171,8088;178,8996;164,312;171,8088;178,8996;;74,02158333;50,05958333;47,30758333;74,02158333;50,05958333;47,30758333;;38,10393333;39,47493333;33,68393333;38,10393333;39,47493333;33,68393333;;;;;;;;;29,6578;26,543;33,9946;33,8168;21,5646;27,8406;;
20;319,6938;321,5924;299,9846;319,6938;321,5924;299,9846;;374,2864;338,6984;366,764;374,2864;338,6984;366,764;;424,48;408,6338;355,703;424,48;408,6338;355,703;;262,0614;243,9704;196,947;262,0614;243,9704;196,947;;176,068;184,7508;191,4256;176,068;184,7508;191,4256;;80,67158333;53,34958333;52,58258333;80,67158333;53,34958333;52,58258333;;40,96293333;40,99493333;34,05293333;40,96293333;40,99493333;34,05293333;;;;;;;;;30,7788;27,585;34,3776;33,7378;23,4646;29,4276;;
21;329,7288;330,9354;309,0266;329,7288;330,9354;309,0266;;383,9854;348,2044;376,355;383,9854;348,2044;376,355;;433,627;418,0188;364,414;433,627;418,0188;364,414;;271,2584;252,2484;205,558;271,2584;252,2484;205,558;;185,219;193,9548;200,4856;185,219;193,9548;200,4856;;86,43358333;56,57458333;55,28058333;86,43358333;56,57458333;55,28058333;;43,33693333;41,50493333;34,38293333;43,33693333;41,50493333;34,38293333;;;;;;;;;31,1898;28,194;35,2496;35,2168;24,1196;30,0606;;
22;339,1208;339,3414;316,5126;339,1208;339,3414;316,5126;;392,0374;355,5954;384,465;392,0374;355,5954;384,465;;441,618;425,6858;371,922;441,618;425,6858;371,922;;279,5774;259,6344;213,147;279,5774;259,6344;213,147;;194,532;203,4398;210,7936;194,532;203,4398;210,7936;;93,34358333;60,07058333;59,41358333;93,34358333;60,07058333;59,41358333;;45,05393333;43,11893333;35,43093333;45,05393333;43,11893333;35,43093333;;;;;;;;;31,3638;28,444;36,0216;35,6338;26,5496;31,2006;;
