Zeit;1051;1052;1053;1054;1055;1056;1057;1061;1062;1063;1064;1065;1066;1067;1071;1072;1073;1074;1075;1076;1077;1041;1042;1043;1044;1045;1046;1047;1031;1032;1033;1034;1035;1036;1037;1021;1022;1023;1024;1025;1026;1027;1011;1012;1013;1014;1015;1016;1017;1001;1002;1003;1004;1005;1006;1007;nk1;nk2;nk3;nk4;nk5;nk6;nk7;nk8
23;346,4678;345,6884;322,2326;346,4678;345,6884;322,2326;;400,1844;363,0824;391,34;400,1844;363,0824;391,34;;448,662;432,3138;378,259;448,662;432,3138;378,259;;285,5194;265,4594;218,523;285,5194;265,4594;218,523;;202,047;210,2158;218,4046;202,047;210,2158;218,4046;;98,56958333;62,96358333;62,67158333;98,56958333;62,96358333;62,67158333;;48,26393333;44,07593333;36,19193333;48,26393333;44,07593333;36,19193333;;;;;;;;;32,0798;29,031;35,7106;35,8028;27,0676;31,8776;;
24;353,6648;351,3464;328,8386;353,6648;351,3464;328,8386;;406,0664;368,7784;397,107;406,0664;368,7784;397,107;;453,807;437,6488;384,285;453,807;437,6488;384,285;;291,4464;270,6294;224,884;291,4464;270,6294;224,884;;208,82;216,3978;226,0166;208,82;216,3978;226,0166;;103,2355833;66,02758333;66,52558333;103,2355833;66,02758333;66,52558333;;49,28193333;45,01593333;36,56393333;49,28193333;45,01593333;36,56393333;;;;;;;;;32,2538;29,694;36,4696;36,2978;27,4826;32,4176;;
25;358,5808;356,6344;332,7776;358,5808;356,6344;332,7776;;411,7424;374,3914;402,983;411,7424;374,3914;402,983;;459,357;443,1348;389,137;459,357;443,1348;389,137;;296,4114;275,5174;229,241;296,4114;275,5174;229,241;;214,314;221,8208;232,0246;214,314;221,8208;232,0246;;107,5415833;68,29658333;68,75558333;107,5415833;68,29658333;68,75558333;;51,81693333;46,57293333;37,39393333;51,81693333;46,57293333;37,39393333;;;;;;;;;33,3038;30,807;37,0836;37,1008;27,3666;33,4336;;
26;363,7518;360,3264;336,8456;363,7518;360,3264;336,8456;;416,2794;379,1994;407,227;416,2794;379,1994;407,227;;463,161;447,3208;392,959;463,161;447,3208;392,959;;300,7464;279,4884;233,279;300,7464;279,4884;233,279;;220,292;227,0638;236,9846;220,292;227,0638;236,9846;;112,3605833;70,45258333;72,07458333;112,3605833;70,45258333;72,07458333;;54,12893333;47,27693333;38,13193333;54,12893333;47,27693333;38,13193333;;;;;;;;;33,4158;30,844;37,2896;37,5048;28,4726;34,5836;;
27;367,1878;364,4044;339,8336;367,1878;364,4044;339,8336;;420,6464;383,6984;411,545;420,6464;383,6984;411,545;;467,481;451,3658;397,105;467,481;451,3658;397,105;;305,1874;283,0204;237,514;305,1874;283,0204;237,514;;225,508;232,1588;242,5296;225,508;232,1588;242,5296;;116,4575833;73,33958333;74,32658333;116,4575833;73,33958333;74,32658333;;55,73793333;48,00693333;39,17793333;55,73793333;48,00693333;39,17793333;;;;;;;;;34,3658;32,013;37,5636;37,9148;29,4726;35,1466;;
28;372,0968;368,7924;343,7756;372,0968;368,7924;343,7756;;424,3614;387,3734;415,12;424,3614;387,3734;415,12;;470,324;455,0468;400,508;470,324;455,0468;400,508;;309,3604;287,6164;241,861;309,3604;287,6164;241,861;;230,169;236,2008;247,4806;230,169;236,2008;247,4806;;120,3115833;75,73858333;77,42558333;120,3115833;75,73858333;77,42558333;;58,03593333;48,71993333;39,22593333;58,03593333;48,71993333;39,22593333;;;;;;;;;34,7958;32,232;39,1026;39,1038;29,3296;36,1476;;
29;374,9948;370,7974;346,2726;374,9948;370,7974;346,2726;;427,4404;391,2784;418,746;427,4404;391,2784;418,746;;473,871;458,1518;403,008;473,871;458,1518;403,008;;311,9934;289,9134;244,732;311,9934;289,9134;244,732;;233,883;240,3778;252,2216;233,883;240,3778;252,2216;;124,0355833;77,39858333;79,09458333;124,0355833;77,39858333;79,09458333;;59,38893333;49,03293333;39,02393333;59,38893333;49,03293333;39,02393333;;;;;;;;;34,9698;32,656;38,7496;39,2658;30,4386;37,1196;;
30;379,4828;375,0524;350,0246;379,4828;375,0524;350,0246;;431,2364;394,0394;422,405;431,2364;394,0394;422,405;;477,09;461,4758;405,984;477,09;461,4758;405,984;;315,8714;293,5884;248,566;315,8714;293,5884;248,566;;237,348;243,0618;255,1876;237,348;243,0618;255,1876;;126,1255833;78,70058333;79,82958333;126,1255833;78,70058333;79,82958333;;61,27693333;50,94893333;39,45693333;61,27693333;50,94893333;39,45693333;;;;;;;;;35,2608;33,127;39,7986;40,4468;30,4386;37,7006;;
31;382,9998;377,9184;352,1966;382,9998;377,9184;352,1966;;434,8014;398,0444;427,061;434,8014;398,0444;427,061;;480,766;464,2458;408,574;480,766;464,2458;408,574;;318,5734;296,0544;250,411;318,5734;296,0544;250,411;;241,162;246,9918;259,8766;241,162;246,9918;259,8766;;129,5865833;80,03858333;82,04858333;129,5865833;80,03858333;82,04858333;;63,03893333;51,65393333;41,49193333;63,03893333;51,65393333;41,49193333;;;;;;;;;35,5488;34,358;38,8376;40,0978;30,8146;37,6156;;
32;387,8248;382,9014;358,3656;387,8248;382,9014;358,3656;;439,1984;401,4204;431,363;439,1984;401,4204;431,363;;484,702;467,4218;411,114;484,702;467,4218;411,114;;323,5004;301,7834;255,209;323,5004;301,7834;255,209;;244,898;250,2348;263,1556;244,898;250,2348;263,1556;;132,1465833;82,34558333;83,30458333;132,1465833;82,34558333;83,30458333;;63,51593333;51,80793333;40,68393333;63,51593333;51,80793333;40,68393333;;;;;;;;;35,8048;35,097;40,4046;41,1518;31,3716;38,3606;;
33;390,8318;385,1474;361,5786;390,8318;385,1474;361,5786;;444,0464;405,8314;435,41;444,0464;405,8314;435,41;;489,393;471,4028;415,18;489,393;471,4028;415,18;;326,4264;304,2654;258,157;326,4264;304,2654;258,157;;248,364;255,8918;267,0556;248,364;255,8918;267,0556;;135,0155833;83,84458333;85,94058333;135,0155833;83,84458333;85,94058333;;64,58693333;52,09793333;40,08593333;64,58693333;52,09793333;40,08593333;;;;;;;;;36,3288;35,873;39,5046;40,6618;31,8486;38,6126;;
34;394,3068;387,7354;364,4086;394,3068;387,7354;364,4086;;445,5644;407,7594;437,179;445,5644;407,7594;437,179;;491,603;474,1328;417,895;491,603;474,1328;417,895;;329,3394;307,4634;261,732;329,3394;307,4634;261,732;;252,735;261,6078;270,2236;252,735;261,6078;270,2236;;138,1065833;85,18558333;88,03158333;138,1065833;85,18558333;88,03158333;;65,16193333;53,10893333;41,26193333;65,16193333;53,10893333;41,26193333;;;;;;;;;35,0888;35,541;39,3976;39,7858;31,7386;38,4776;;
35;396,0558;388,7534;365,0356;396,0558;388,7534;365,0356;;448,6214;410,1864;439,778;448,6214;410,1864;439,778;;494,26;478,6378;420,04;494,26;478,6378;420,04;;333,5764;309,0354;264,944;333,5764;309,0354;264,944;;257,239;272,8128;274,1966;257,239;272,8128;274,1966;;140,5115833;85,77658333;90,19458333;140,5115833;85,77658333;90,19458333;;66,26493333;51,40993333;40,10093333;66,26493333;51,40993333;40,10093333;;;;;;;;;34,2268;36,085;38,7266;39,7858;30,5396;37,2486;;
36;394,4118;385,7874;364,2156;394,4118;385,7874;364,2156;;449,4384;411,2114;439,057;449,4384;411,2114;439,057;;494,948;481,4168;423,022;494,948;481,4168;423,022;;336,3094;321,0194;272,543;336,3094;321,0194;272,543;;270,34;301,3448;279,7256;270,34;301,3448;279,7256;;143,4275833;86,30758333;95,45358333;143,4275833;86,30758333;95,45358333;;66,66193333;51,86893333;39,58293333;66,66193333;51,86893333;39,58293333;;;;;;;;;33,7008;36,797;37,9316;38,2648;29,6726;36,5496;;
37;392,5438;388,1674;364,1966;392,5438;388,1674;364,1966;;448,9514;411,7944;437,176;448,9514;411,7944;437,176;;492,643;483,6858;424,374;492,643;483,6858;424,374;;352,4124;346,3964;295,702;352,4124;346,3964;295,702;;292,082;334,5328;292,8136;292,082;334,5328;292,8136;;147,0365833;91,93658333;105,2925833;147,0365833;91,93658333;105,2925833;;66,61693333;52,60193333;38,85193333;66,61693333;52,60193333;38,85193333;;;;;;;;;33,0048;36,117;36,6196;37,8968;29,9806;36,9616;;
38;404,4618;401,2544;376,6956;404,4618;401,2544;376,6956;;454,0284;417,9664;444,084;454,0284;417,9664;444,084;;491,468;485,6488;424,587;491,468;485,6488;424,587;;373,9944;371,4304;323,229;373,9944;371,4304;323,229;;312,833;360,3488;316,3916;312,833;360,3488;316,3916;;153,4465833;97,91258333;117,1655833;153,4465833;97,91258333;117,1655833;;66,81893333;52,61793333;37,94093333;66,81893333;52,61793333;37,94093333;;;;;;;;;32,7498;35,791;37,5026;38,2978;29,4016;37,3416;;
39;417,9568;415,1684;390,3666;417,9568;415,1684;390,3666;;464,6614;428,8614;454,107;464,6614;428,8614;454,107;;497,631;485,9418;426,523;497,631;485,9418;426,523;;394,6714;392,2404;345,142;394,6714;392,2404;345,142;;329,723;380,8808;339,9216;329,723;380,8808;339,9216;;162,8215833;104,5695833;128,5595833;162,8215833;104,5695833;128,5595833;;66,93593333;54,75593333;37,86793333;66,93593333;54,75593333;37,86793333;;;;;;;;;31,8818;35,135;36,7866;38,0978;29,2816;37,0876;;
40;429,5678;425,7574;400,5816;429,5678;425,7574;400,5816;;475,5804;440,2974;463,615;475,5804;440,2974;463,615;;507,206;487,5818;433,348;507,206;487,5818;433,348;;408,9814;407,0894;363,112;408,9814;407,0894;363,112;;343,662;397,2368;360,6126;343,662;397,2368;360,6126;;173,9745833;112,4835833;138,2825833;173,9745833;112,4835833;138,2825833;;66,46493333;55,62393333;37,08893333;66,46493333;55,62393333;37,08893333;;;;;;;;;32,1708;35,186;35,6486;37,4568;29,4786;37,0536;;
