Forward E;n=3;3,17 $\pm$ 0,12;p = 0,84;;
Forward E.2;n=3;3,23 $\pm$ 0,02;p = 0,69;p = 0,22;p = 0,35 (ns)
Forward E.3;n=3;3,14 $\pm$ 0,04;p = 0,87;;
